location_id,location_name,year_id,estimate_type,indicator_id,indicator_short,ihme_indicator_description,indicator_outline,indicator_unit,target_description,goal_description,scaled_value,scaled_lower,scaled_upper
189,Tanzania,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,85.0,79.2,89.4
190,Uganda,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,61.4,55.6,66.9
191,Zambia,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,96.0,94.5,97.3
193,Botswana,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,80.4,70.0,88.4
194,Lesotho,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,95.3,93.0,97.3
195,Namibia,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,85.0,80.6,88.5
196,South Africa,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,82.1,74.4,87.8
197,Swaziland,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,87.1,79.9,91.9
198,Zimbabwe,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,80.3,74.2,85.8
200,Benin,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,44.6,37.4,50.4
201,Burkina Faso,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,87.4,82.8,91.1
202,Cameroon,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,69.3,63.0,74.3
203,Cape Verde,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,67.4,63.8,69.7
204,Chad,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,18.9,13.8,24.4
205,Cote d'Ivoire,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,59.3,52.6,64.9
206,The Gambia,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,85.0,78.9,89.9
207,Ghana,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,92.6,87.4,95.9
208,Guinea,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,16.4,10.6,22.4
209,Guinea-Bissau,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,62.1,54.3,68.3
210,Liberia,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,55.9,47.3,63.1
211,Mali,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,45.1,37.4,52.3
212,Mauritania,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,67.6,60.0,73.8
213,Niger,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,65.0,56.7,72.5
214,Nigeria,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,15.8,9.7,22.3
215,Sao Tome and Principe,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,94.9,91.1,97.5
216,Senegal,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,85.3,80.9,89.1
217,Sierra Leone,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,79.6,73.2,85.1
218,Togo,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,72.3,65.9,76.8
298,American Samoa,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,24.7,22.6,26.2
305,Bermuda,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,26.4,25.4,27.1
349,Greenland,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,67.7,65.2,69.4
351,Guam,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,26.1,24.7,26.8
376,Northern Mariana Islands,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,26.5,25.7,27.1
385,Puerto Rico,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,77.6,68.8,82.8
422,"Virgin Islands, U.S.",2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,55.7,41.1,68.3
435,South Sudan,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,15.3,10.0,20.9
522,Sudan,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,82.6,76.1,88.0
6,China,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",76.2,73.4,79.0
7,North Korea,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",81.8,79.7,83.8
8,Taiwan,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",80.7,78.2,83.0
10,Cambodia,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",60.5,52.4,68.1
11,Indonesia,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",78.5,75.4,81.2
12,Laos,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",79.0,76.5,81.3
13,Malaysia,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",78.8,76.3,81.1
14,Maldives,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",75.2,71.3,79.3
15,Myanmar,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",79.4,77.0,81.6
16,Philippines,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",83.0,80.3,86.3
17,Sri Lanka,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",66.8,60.2,72.6
18,Thailand,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",92.4,86.9,95.9
19,Timor-Leste,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",67.1,62.6,72.5
20,Vietnam,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",81.5,78.4,85.1
22,Fiji,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",4.7,0.6,17.2
23,Kiribati,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",6.9,3.1,18.7
